source_batch,row_number,order_id,reason_code,raw_data,rejected_at
1,226,O000226,INVALID_QUANTITY_TYPE,"{'order_id': 'O000226', 'order_datetime': '2026-03-21 10:12:00', 'customer_id': 'C0153', 'product_id': 'P017', 'quantity': 'three', 'unit_price': '1281.37', 'discount_pct': '0', 'payment_method': 'Bank Transfer', 'sales_channel': 'Online', 'updated_at': '2026-03-22 23:59:00', 'source_batch': '1', '_row_number': '226', 'quantity_num': None, 'unit_price_num': '1281.37', 'discount_num': '0'}",2026-08-18T14:15:44
1,249,O000249,MISSING_CUSTOMER_ID,"{'order_id': 'O000249', 'order_datetime': '2026-02-07 21:50:00', 'customer_id': None, 'product_id': 'P025', 'quantity': '5', 'unit_price': '833.67', 'discount_pct': '15', 'payment_method': 'Credit Card', 'sales_channel': 'Online', 'updated_at': '2026-02-08 23:59:00', 'source_batch': '1', '_row_number': '249', 'quantity_num': '5.0', 'unit_price_num': '833.67', 'discount_num': '15'}",2026-08-18T14:15:44
1,262,O000262,INVALID_ORDER_DATETIME,"{'order_id': 'O000262', 'order_datetime': None, 'customer_id': 'C0097', 'product_id': 'P044', 'quantity': '5', 'unit_price': '766', 'discount_pct': '0', 'payment_method': 'Credit Card', 'sales_channel': 'Store', 'updated_at': '2026-02-03 23:59:00', 'source_batch': '1', '_row_number': '262', 'quantity_num': '5.0', 'unit_price_num': '766', 'discount_num': '0'}",2026-08-18T14:15:44
1,267,O000267,INVALID_QUANTITY,"{'order_id': 'O000267', 'order_datetime': '2026-01-02 16:42:00', 'customer_id': 'C0095', 'product_id': 'P042', 'quantity': '-2', 'unit_price': '733.19', 'discount_pct': '0', 'payment_method': 'PromptPay', 'sales_channel': 'Marketplace', 'updated_at': '2026-01-03 23:59:00', 'source_batch': '1', '_row_number': '267', 'quantity_num': '-2.0', 'unit_price_num': '733.19', 'discount_num': '0'}",2026-08-18T14:15:44
1,278,O000278,INVALID_UNIT_PRICE,"{'order_id': 'O000278', 'order_datetime': '2026-02-01 02:14:00', 'customer_id': 'C0022', 'product_id': 'P035', 'quantity': '4', 'unit_price': None, 'discount_pct': '0', 'payment_method': 'PromptPay', 'sales_channel': 'Marketplace', 'updated_at': '2026-02-02 23:59:00', 'source_batch': '1', '_row_number': '278', 'quantity_num': '4.0', 'unit_price_num': None, 'discount_num': '0'}",2026-08-18T14:15:44
1,291,O000291,INVALID_ORDER_DATETIME,"{'order_id': 'O000291', 'order_datetime': None, 'customer_id': 'C0165', 'product_id': 'P041', 'quantity': '2', 'unit_price': '1291.92', 'discount_pct': '0', 'payment_method': 'Cash', 'sales_channel': 'Online', 'updated_at': '2026-01-06 23:59:00', 'source_batch': '1', '_row_number': '291', 'quantity_num': '2.0', 'unit_price_num': '1291.92', 'discount_num': '0'}",2026-08-18T14:15:44
1,298,O000298,UNKNOWN_CUSTOMER_ID,"{'order_id': 'O000298', 'order_datetime': '2026-01-14 00:46:00', 'customer_id': 'C9999', 'product_id': 'P037', 'quantity': '2', 'unit_price': '185.91', 'discount_pct': '10', 'payment_method': 'Bank Transfer', 'sales_channel': 'Store', 'updated_at': '2026-01-15 23:59:00', 'source_batch': '1', '_row_number': '298', 'quantity_num': '2.0', 'unit_price_num': '185.91', 'discount_num': '10'}",2026-08-18T14:15:44
1,303,O000303,INVALID_DISCOUNT,"{'order_id': 'O000303', 'order_datetime': '2026-03-02 22:11:00', 'customer_id': 'C0137', 'product_id': 'P007', 'quantity': '4', 'unit_price': '619.54', 'discount_pct': '120', 'payment_method': 'PromptPay', 'sales_channel': 'Online', 'updated_at': '2026-03-03 23:59:00', 'source_batch': '1', '_row_number': '303', 'quantity_num': '4.0', 'unit_price_num': '619.54', 'discount_num': '120'}",2026-08-18T14:15:44
1,321,O000321,UNKNOWN_PRODUCT_ID,"{'order_id': 'O000321', 'order_datetime': '2026-01-12 07:42:00', 'customer_id': 'C0073', 'product_id': 'P999', 'quantity': '5', 'unit_price': '624.66', 'discount_pct': '10', 'payment_method': 'Bank Transfer', 'sales_channel': 'Online', 'updated_at': '2026-01-13 23:59:00', 'source_batch': '1', '_row_number': '321', 'quantity_num': '5.0', 'unit_price_num': '624.66', 'discount_num': '10'}",2026-08-18T14:15:44
1,332,O000332,MISSING_CUSTOMER_ID,"{'order_id': 'O000332', 'order_datetime': '2026-02-18 19:38:00', 'customer_id': None, 'product_id': 'P017', 'quantity': '4', 'unit_price': '1281.37', 'discount_pct': '0', 'payment_method': 'Bank Transfer', 'sales_channel': 'Marketplace', 'updated_at': '2026-02-19 23:59:00', 'source_batch': '1', '_row_number': '332', 'quantity_num': '4.0', 'unit_price_num': '1281.37', 'discount_num': '0'}",2026-08-18T14:15:44
1,339,O000339,INVALID_QUANTITY_TYPE,"{'order_id': 'O000339', 'order_datetime': '2026-03-15 12:23:00', 'customer_id': 'C0146', 'product_id': 'P014', 'quantity': 'three', 'unit_price': '358.74', 'discount_pct': '0', 'payment_method': 'Credit Card', 'sales_channel': 'Online', 'updated_at': '2026-03-16 23:59:00', 'source_batch': '1', '_row_number': '339', 'quantity_num': None, 'unit_price_num': '358.74', 'discount_num': '0'}",2026-08-18T14:15:44
1,356,O000356,INVALID_QUANTITY,"{'order_id': 'O000356', 'order_datetime': '2026-01-19 11:29:00', 'customer_id': 'C0146', 'product_id': 'P042', 'quantity': '-2', 'unit_price': '733.19', 'discount_pct': '0', 'payment_method': 'Bank Transfer', 'sales_channel': 'Store', 'updated_at': '2026-01-20 23:59:00', 'source_batch': '1', '_row_number': '356', 'quantity_num': '-2.0', 'unit_price_num': '733.19', 'discount_num': '0'}",2026-08-18T14:15:44
1,388,O000388,INVALID_ORDER_DATETIME,"{'order_id': 'O000388', 'order_datetime': None, 'customer_id': 'C0086', 'product_id': 'P027', 'quantity': '1', 'unit_price': '817.79', 'discount_pct': '15', 'payment_method': 'Bank Transfer', 'sales_channel': 'Marketplace', 'updated_at': '2026-01-25 23:59:00', 'source_batch': '1', '_row_number': '388', 'quantity_num': '1.0', 'unit_price_num': '817.79', 'discount_num': '15'}",2026-08-18T14:15:44
1,393,O000393,INVALID_ORDER_DATETIME,"{'order_id': 'O000393', 'order_datetime': None, 'customer_id': 'C0148', 'product_id': 'P037', 'quantity': '5', 'unit_price': '185.91', 'discount_pct': '10', 'payment_method': 'Bank Transfer', 'sales_channel': 'Online', 'updated_at': '2026-02-25 23:59:00', 'source_batch': '1', '_row_number': '393', 'quantity_num': '5.0', 'unit_price_num': '185.91', 'discount_num': '10'}",2026-08-18T14:15:44
1,404,O000404,INVALID_DISCOUNT,"{'order_id': 'O000404', 'order_datetime': '2026-01-30 04:14:00', 'customer_id': 'C0163', 'product_id': 'P016', 'quantity': '5', 'unit_price': '878.59', 'discount_pct': '120', 'payment_method': 'Credit Card', 'sales_channel': 'Store', 'updated_at': '2026-01-31 23:59:00', 'source_batch': '1', '_row_number': '404', 'quantity_num': '5.0', 'unit_price_num': '878.59', 'discount_num': '120'}",2026-08-18T14:15:44
1,415,O000415,MISSING_CUSTOMER_ID,"{'order_id': 'O000415', 'order_datetime': '2026-01-12 21:48:00', 'customer_id': None, 'product_id': 'P030', 'quantity': '1', 'unit_price': '915.53', 'discount_pct': '10', 'payment_method': 'Credit Card', 'sales_channel': 'Marketplace', 'updated_at': '2026-01-13 23:59:00', 'source_batch': '1', '_row_number': '415', 'quantity_num': '1.0', 'unit_price_num': '915.53', 'discount_num': '10'}",2026-08-18T14:15:44
1,417,O000417,INVALID_UNIT_PRICE,"{'order_id': 'O000417', 'order_datetime': '2026-02-09 22:58:00', 'customer_id': 'C0021', 'product_id': 'P011', 'quantity': '3', 'unit_price': None, 'discount_pct': '0', 'payment_method': 'Bank Transfer', 'sales_channel': 'Marketplace', 'updated_at': '2026-02-10 23:59:00', 'source_batch': '1', '_row_number': '417', 'quantity_num': '3.0', 'unit_price_num': None, 'discount_num': '0'}",2026-08-18T14:15:44
1,83,O000083,MISSING_CUSTOMER_ID,"{'order_id': 'O000083', 'order_datetime': '2026-02-05 11:37:00', 'customer_id': None, 'product_id': 'P039', 'quantity': '4', 'unit_price': '688.83', 'discount_pct': '5', 'payment_method': 'Cash', 'sales_channel': 'Online', 'updated_at': '2026-02-06 23:59:00', 'source_batch': '1', '_row_number': '83', 'quantity_num': '4.0', 'unit_price_num': '688.83', 'discount_num': '5'}",2026-08-18T14:15:44
1,89,O000089,INVALID_QUANTITY,"{'order_id': 'O000089', 'order_datetime': '2026-03-04 08:25:00', 'customer_id': 'C0030', 'product_id': 'P035', 'quantity': '-2', 'unit_price': '997.99', 'discount_pct': '10', 'payment_method': 'Credit Card', 'sales_channel': 'Online', 'updated_at': '2026-03-05 23:59:00', 'source_batch': '1', '_row_number': '89', 'quantity_num': '-2.0', 'unit_price_num': '997.99', 'discount_num': '10'}",2026-08-18T14:15:44
1,97,O000097,INVALID_ORDER_DATETIME,"{'order_id': 'O000097', 'order_datetime': None, 'customer_id': 'C0110', 'product_id': 'P040', 'quantity': '5', 'unit_price': '1472.44', 'discount_pct': '0', 'payment_method': 'Bank Transfer', 'sales_channel': 'Online', 'updated_at': '2026-03-03 23:59:00', 'source_batch': '1', '_row_number': '97', 'quantity_num': '5.0', 'unit_price_num': '1472.44', 'discount_num': '0'}",2026-08-18T14:15:44
1,101,O000101,INVALID_DISCOUNT,"{'order_id': 'O000101', 'order_datetime': '2026-02-28 22:40:00', 'customer_id': 'C0151', 'product_id': 'P029', 'quantity': '3', 'unit_price': '450.41', 'discount_pct': '120', 'payment_method': 'Credit Card', 'sales_channel': 'Store', 'updated_at': '2026-03-01 23:59:00', 'source_batch': '1', '_row_number': '101', 'quantity_num': '3.0', 'unit_price_num': '450.41', 'discount_num': '120'}",2026-08-18T14:15:44
1,107,O000107,UNKNOWN_PRODUCT_ID,"{'order_id': 'O000107', 'order_datetime': '2026-03-03 15:13:00', 'customer_id': 'C0130', 'product_id': 'P999', 'quantity': '1', 'unit_price': '766', 'discount_pct': '15', 'payment_method': 'PromptPay', 'sales_channel': 'Store', 'updated_at': '2026-03-04 23:59:00', 'source_batch': '1', '_row_number': '107', 'quantity_num': '1.0', 'unit_price_num': '766', 'discount_num': '15'}",2026-08-18T14:15:44
1,113,O000113,INVALID_QUANTITY_TYPE,"{'order_id': 'O000113', 'order_datetime': '2026-01-03 03:35:00', 'customer_id': 'C0039', 'product_id': 'P011', 'quantity': 'three', 'unit_price': '616.6', 'discount_pct': '0', 'payment_method': 'PromptPay', 'sales_channel': 'Marketplace', 'updated_at': '2026-01-04 23:59:00', 'source_batch': '1', '_row_number': '113', 'quantity_num': None, 'unit_price_num': '616.6', 'discount_num': '0'}",2026-08-18T14:15:44
1,131,O000131,INVALID_ORDER_DATETIME,"{'order_id': 'O000131', 'order_datetime': None, 'customer_id': 'C0152', 'product_id': 'P037', 'quantity': '1', 'unit_price': '185.91', 'discount_pct': '5', 'payment_method': 'Bank Transfer', 'sales_channel': 'Marketplace', 'updated_at': '2026-02-17 23:59:00', 'source_batch': '1', '_row_number': '131', 'quantity_num': '1.0', 'unit_price_num': '185.91', 'discount_num': '5'}",2026-08-18T14:15:44
1,139,O000139,INVALID_UNIT_PRICE,"{'order_id': 'O000139', 'order_datetime': '2026-02-03 21:12:00', 'customer_id': 'C0072', 'product_id': 'P039', 'quantity': '4', 'unit_price': None, 'discount_pct': '5', 'payment_method': 'Cash', 'sales_channel': 'Online', 'updated_at': '2026-02-04 23:59:00', 'source_batch': '1', '_row_number': '139', 'quantity_num': '4.0', 'unit_price_num': None, 'discount_num': '5'}",2026-08-18T14:15:44
1,149,O000149,UNKNOWN_CUSTOMER_ID,"{'order_id': 'O000149', 'order_datetime': '2026-01-08 12:33:00', 'customer_id': 'C9999', 'product_id': 'P039', 'quantity': '4', 'unit_price': '688.83', 'discount_pct': '10', 'payment_method': 'PromptPay', 'sales_channel': 'Marketplace', 'updated_at': '2026-01-09 23:59:00', 'source_batch': '1', '_row_number': '149', 'quantity_num': '4.0', 'unit_price_num': '688.83', 'discount_num': '10'}",2026-08-18T14:15:44
1,166,O000166,MISSING_CUSTOMER_ID,"{'order_id': 'O000166', 'order_datetime': '2026-01-18 04:01:00', 'customer_id': None, 'product_id': 'P027', 'quantity': '4', 'unit_price': '817.79', 'discount_pct': '10', 'payment_method': 'PromptPay', 'sales_channel': 'Online', 'updated_at': '2026-01-19 23:59:00', 'source_batch': '1', '_row_number': '166', 'quantity_num': '4.0', 'unit_price_num': '817.79', 'discount_num': '10'}",2026-08-18T14:15:44
1,178,O000178,INVALID_QUANTITY,"{'order_id': 'O000178', 'order_datetime': '2026-02-16 01:47:00', 'customer_id': 'C0061', 'product_id': 'P026', 'quantity': '-2', 'unit_price': '1185.43', 'discount_pct': '0', 'payment_method': 'PromptPay', 'sales_channel': 'Marketplace', 'updated_at': '2026-02-17 23:59:00', 'source_batch': '1', '_row_number': '178', 'quantity_num': '-2.0', 'unit_price_num': '1185.43', 'discount_num': '0'}",2026-08-18T14:15:44
1,194,O000194,INVALID_ORDER_DATETIME,"{'order_id': 'O000194', 'order_datetime': None, 'customer_id': 'C0075', 'product_id': 'P003', 'quantity': '3', 'unit_price': '344.85', 'discount_pct': '10', 'payment_method': 'Cash', 'sales_channel': 'Online', 'updated_at': '2026-03-20 23:59:00', 'source_batch': '1', '_row_number': '194', 'quantity_num': '3.0', 'unit_price_num': '344.85', 'discount_num': '10'}",2026-08-18T14:15:44
1,202,O000202,INVALID_DISCOUNT,"{'order_id': 'O000202', 'order_datetime': '2026-01-15 10:38:00', 'customer_id': 'C0161', 'product_id': 'P031', 'quantity': '3', 'unit_price': '599.9', 'discount_pct': '120', 'payment_method': 'Credit Card', 'sales_channel': 'Online', 'updated_at': '2026-01-16 23:59:00', 'source_batch': '1', '_row_number': '202', 'quantity_num': '3.0', 'unit_price_num': '599.9', 'discount_num': '120'}",2026-08-18T14:15:44
1,214,O000214,UNKNOWN_PRODUCT_ID,"{'order_id': 'O000214', 'order_datetime': '2026-01-04 07:12:00', 'customer_id': 'C0043', 'product_id': 'P999', 'quantity': '6', 'unit_price': '1451.77', 'discount_pct': '0', 'payment_method': 'PromptPay', 'sales_channel': 'Store', 'updated_at': '2026-01-05 23:59:00', 'source_batch': '1', '_row_number': '214', 'quantity_num': '6.0', 'unit_price_num': '1451.77', 'discount_num': '0'}",2026-08-18T14:15:44
1,226,O000226,INVALID_QUANTITY_TYPE,"{'order_id': 'O000226', 'order_datetime': '2026-03-21 10:12:00', 'customer_id': 'C0153', 'product_id': 'P017', 'quantity': 'three', 'unit_price': '1281.37', 'discount_pct': '0', 'payment_method': 'Bank Transfer', 'sales_channel': 'Online', 'updated_at': '2026-03-22 23:59:00', 'source_batch': '1', '_row_number': '226', 'quantity_num': None, 'unit_price_num': '1281.37', 'discount_num': '0'}",2026-08-18T14:15:44
1,249,O000249,MISSING_CUSTOMER_ID,"{'order_id': 'O000249', 'order_datetime': '2026-02-07 21:50:00', 'customer_id': None, 'product_id': 'P025', 'quantity': '5', 'unit_price': '833.67', 'discount_pct': '15', 'payment_method': 'Credit Card', 'sales_channel': 'Online', 'updated_at': '2026-02-08 23:59:00', 'source_batch': '1', '_row_number': '249', 'quantity_num': '5.0', 'unit_price_num': '833.67', 'discount_num': '15'}",2026-08-18T14:15:44
1,262,O000262,INVALID_ORDER_DATETIME,"{'order_id': 'O000262', 'order_datetime': None, 'customer_id': 'C0097', 'product_id': 'P044', 'quantity': '5', 'unit_price': '766', 'discount_pct': '0', 'payment_method': 'Credit Card', 'sales_channel': 'Store', 'updated_at': '2026-02-03 23:59:00', 'source_batch': '1', '_row_number': '262', 'quantity_num': '5.0', 'unit_price_num': '766', 'discount_num': '0'}",2026-08-18T14:15:44
1,267,O000267,INVALID_QUANTITY,"{'order_id': 'O000267', 'order_datetime': '2026-01-02 16:42:00', 'customer_id': 'C0095', 'product_id': 'P042', 'quantity': '-2', 'unit_price': '733.19', 'discount_pct': '0', 'payment_method': 'PromptPay', 'sales_channel': 'Marketplace', 'updated_at': '2026-01-03 23:59:00', 'source_batch': '1', '_row_number': '267', 'quantity_num': '-2.0', 'unit_price_num': '733.19', 'discount_num': '0'}",2026-08-18T14:15:44
1,278,O000278,INVALID_UNIT_PRICE,"{'order_id': 'O000278', 'order_datetime': '2026-02-01 02:14:00', 'customer_id': 'C0022', 'product_id': 'P035', 'quantity': '4', 'unit_price': None, 'discount_pct': '0', 'payment_method': 'PromptPay', 'sales_channel': 'Marketplace', 'updated_at': '2026-02-02 23:59:00', 'source_batch': '1', '_row_number': '278', 'quantity_num': '4.0', 'unit_price_num': None, 'discount_num': '0'}",2026-08-18T14:15:44
1,291,O000291,INVALID_ORDER_DATETIME,"{'order_id': 'O000291', 'order_datetime': None, 'customer_id': 'C0165', 'product_id': 'P041', 'quantity': '2', 'unit_price': '1291.92', 'discount_pct': '0', 'payment_method': 'Cash', 'sales_channel': 'Online', 'updated_at': '2026-01-06 23:59:00', 'source_batch': '1', '_row_number': '291', 'quantity_num': '2.0', 'unit_price_num': '1291.92', 'discount_num': '0'}",2026-08-18T14:15:44
1,298,O000298,UNKNOWN_CUSTOMER_ID,"{'order_id': 'O000298', 'order_datetime': '2026-01-14 00:46:00', 'customer_id': 'C9999', 'product_id': 'P037', 'quantity': '2', 'unit_price': '185.91', 'discount_pct': '10', 'payment_method': 'Bank Transfer', 'sales_channel': 'Store', 'updated_at': '2026-01-15 23:59:00', 'source_batch': '1', '_row_number': '298', 'quantity_num': '2.0', 'unit_price_num': '185.91', 'discount_num': '10'}",2026-08-18T14:15:44
1,303,O000303,INVALID_DISCOUNT,"{'order_id': 'O000303', 'order_datetime': '2026-03-02 22:11:00', 'customer_id': 'C0137', 'product_id': 'P007', 'quantity': '4', 'unit_price': '619.54', 'discount_pct': '120', 'payment_method': 'PromptPay', 'sales_channel': 'Online', 'updated_at': '2026-03-03 23:59:00', 'source_batch': '1', '_row_number': '303', 'quantity_num': '4.0', 'unit_price_num': '619.54', 'discount_num': '120'}",2026-08-18T14:15:44
1,321,O000321,UNKNOWN_PRODUCT_ID,"{'order_id': 'O000321', 'order_datetime': '2026-01-12 07:42:00', 'customer_id': 'C0073', 'product_id': 'P999', 'quantity': '5', 'unit_price': '624.66', 'discount_pct': '10', 'payment_method': 'Bank Transfer', 'sales_channel': 'Online', 'updated_at': '2026-01-13 23:59:00', 'source_batch': '1', '_row_number': '321', 'quantity_num': '5.0', 'unit_price_num': '624.66', 'discount_num': '10'}",2026-08-18T14:15:44
1,332,O000332,MISSING_CUSTOMER_ID,"{'order_id': 'O000332', 'order_datetime': '2026-02-18 19:38:00', 'customer_id': None, 'product_id': 'P017', 'quantity': '4', 'unit_price': '1281.37', 'discount_pct': '0', 'payment_method': 'Bank Transfer', 'sales_channel': 'Marketplace', 'updated_at': '2026-02-19 23:59:00', 'source_batch': '1', '_row_number': '332', 'quantity_num': '4.0', 'unit_price_num': '1281.37', 'discount_num': '0'}",2026-08-18T14:15:44
1,339,O000339,INVALID_QUANTITY_TYPE,"{'order_id': 'O000339', 'order_datetime': '2026-03-15 12:23:00', 'customer_id': 'C0146', 'product_id': 'P014', 'quantity': 'three', 'unit_price': '358.74', 'discount_pct': '0', 'payment_method': 'Credit Card', 'sales_channel': 'Online', 'updated_at': '2026-03-16 23:59:00', 'source_batch': '1', '_row_number': '339', 'quantity_num': None, 'unit_price_num': '358.74', 'discount_num': '0'}",2026-08-18T14:15:44
1,356,O000356,INVALID_QUANTITY,"{'order_id': 'O000356', 'order_datetime': '2026-01-19 11:29:00', 'customer_id': 'C0146', 'product_id': 'P042', 'quantity': '-2', 'unit_price': '733.19', 'discount_pct': '0', 'payment_method': 'Bank Transfer', 'sales_channel': 'Store', 'updated_at': '2026-01-20 23:59:00', 'source_batch': '1', '_row_number': '356', 'quantity_num': '-2.0', 'unit_price_num': '733.19', 'discount_num': '0'}",2026-08-18T14:15:44
1,388,O000388,INVALID_ORDER_DATETIME,"{'order_id': 'O000388', 'order_datetime': None, 'customer_id': 'C0086', 'product_id': 'P027', 'quantity': '1', 'unit_price': '817.79', 'discount_pct': '15', 'payment_method': 'Bank Transfer', 'sales_channel': 'Marketplace', 'updated_at': '2026-01-25 23:59:00', 'source_batch': '1', '_row_number': '388', 'quantity_num': '1.0', 'unit_price_num': '817.79', 'discount_num': '15'}",2026-08-18T14:15:44
1,393,O000393,INVALID_ORDER_DATETIME,"{'order_id': 'O000393', 'order_datetime': None, 'customer_id': 'C0148', 'product_id': 'P037', 'quantity': '5', 'unit_price': '185.91', 'discount_pct': '10', 'payment_method': 'Bank Transfer', 'sales_channel': 'Online', 'updated_at': '2026-02-25 23:59:00', 'source_batch': '1', '_row_number': '393', 'quantity_num': '5.0', 'unit_price_num': '185.91', 'discount_num': '10'}",2026-08-18T14:15:44
1,404,O000404,INVALID_DISCOUNT,"{'order_id': 'O000404', 'order_datetime': '2026-01-30 04:14:00', 'customer_id': 'C0163', 'product_id': 'P016', 'quantity': '5', 'unit_price': '878.59', 'discount_pct': '120', 'payment_method': 'Credit Card', 'sales_channel': 'Store', 'updated_at': '2026-01-31 23:59:00', 'source_batch': '1', '_row_number': '404', 'quantity_num': '5.0', 'unit_price_num': '878.59', 'discount_num': '120'}",2026-08-18T14:15:44
